Sun Mar 24 17:22:31 2024    prof.out

         1141209 function calls (1123906 primitive calls) in 2.888 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
      374    0.000    0.000    0.000    0.000 enum.py:796(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:3727(_setResultsName)
      440    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
      277    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:4739(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2338(CompositeGenericTransform)
      324    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       28    0.000    0.000    0.000    0.000 pathlib.py:877(_make_child_relpath)
        1    0.000    0.000    0.000    0.000 fixtures.py:280(FuncFixtureInfo)
        6    0.000    0.000    0.000    0.000 abc.py:32(_register)
        8    0.000    0.000    0.000    0.000 pathlib.py:530(_make_child)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
       22    0.000    0.000    0.000    0.000 typing.py:1660(<genexpr>)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
      533    0.000    0.000    0.000    0.000 typing.py:743(<genexpr>)
      130    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 backend_bases.py:1671(FigureCanvasBase)
       96    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
       78    0.000    0.000    0.000    0.000 util.py:108(get)
        4    0.000    0.000    0.000    0.000 inspect.py:3064(__hash__)
      242    0.000    0.000    0.000    0.000 core.py:3614(<genexpr>)
       40    0.000    0.000    0.000    0.000 pathlib.py:523(_format_parsed_parts)
        3    0.000    0.000    0.000    0.000 pathlib.py:1377(expanduser)
      248    0.000    0.000    0.000    0.000 patches.py:2271(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 code.py:1109(ExceptionRepr)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x0000026685A1B2E0}
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:132(check_shape)
        8    0.000    0.000    0.000    0.000 core.py:4758(__init__)
        1    0.000    0.000    0.000    0.000 code.py:61(Code)
       33    0.000    0.000    0.000    0.000 results.py:200(__setitem__)
       21    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1597(_make_netmask)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
      868    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
        1    0.000    0.000    0.000    0.000 __init__.py:1011(ArgsSource)
        3    0.000    0.000    0.000    0.000 enum.py:1375(_missing_)
        1    0.000    0.000    0.000    0.000 __init__.py:779(FastPath)
        1    0.000    0.000    0.000    0.000 abc.py:56(Traversable)
        1    0.000    0.000    0.000    0.000 code.py:1316(ReprFuncArgs)
        1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:4177(Lasso)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:578(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 quiver.py:445(Quiver)
        1    0.000    0.000    0.000    0.000 stash.py:27(Stash)
        1    0.000    0.000    0.000    0.000 offsetbox.py:208(OffsetBox)
        1    0.000    0.000    0.000    0.000 polar.py:18(PolarTransform)
       33    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        1    0.000    0.000    0.000    0.000 doctest.py:161(ReprFailDoctest)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       31    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
      222    0.000    0.000    0.000    0.000 transforms.py:1335(<genexpr>)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 core.py:134(Diagnostics)
        1    0.000    0.000    0.000    0.000 pytester.py:633(SysModulesSnapshot)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
       22    0.000    0.000    0.000    0.000 core.py:959(reset_cache)
        1    0.000    0.000    0.000    0.000 text.py:1615(Annotation)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
       78    0.000    0.000    0.000    0.000 inspect.py:1443(repl)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
      170    0.000    0.000    0.000    0.000 textwrap.py:479(predicate)
        1    0.000    0.000    0.000    0.000 pathlib.py:857(Path)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
       31    0.000    0.000    0.000    0.000 warnings.py:467(__enter__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1969(<listcomp>)
      388    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
      102    0.000    0.000    0.000    0.000 exceptions.py:24(__init__)
        4    0.000    0.000    0.000    0.000 colors.py:1697(Norm)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        2    0.000    0.000    0.000    0.000 types.py:67(new_class)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 terminal.py:79(MoreQuietAction)
        1    0.000    0.000    0.000    0.000 geo.py:297(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:344(MollweideTransform)
        2    0.000    0.000    0.000    0.000 rcsetup.py:441(_validate_papersize)
       17    0.000    0.000    0.000    0.000 rcsetup.py:273(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 __init__.py:582(get_data_path)
        1    0.000    0.000    0.000    0.000 cycler.py:104(Cycler)
        1    0.000    0.000    0.000    0.000 python.py:378(PyCollector)
        1    0.000    0.000    0.000    0.000 tempfile.py:682(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
      241    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       29    0.000    0.000    0.000    0.000 cbook.py:1337(_to_unmasked_float_array)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 terminalwriter.py:42(TerminalWriter)
      222    0.000    0.000    0.000    0.000 patches.py:2264(<genexpr>)
        1    0.000    0.000    0.000    0.000 Image.py:138(Transpose)
        1    0.000    0.000    0.000    0.000 core.py:4757(_MultipleMatch)
      451    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       31    0.000    0.000    0.000    0.000 warnings.py:488(__exit__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 core.py:4879(__init__)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertTransform)
       11    0.000    0.000    0.000    0.000 __init__.py:64(check_isinstance)
        1    0.000    0.000    0.000    0.000 patches.py:1922(Arc)
        1    0.000    0.000    0.000    0.000 widgets.py:996(CheckButtons)
       34    0.000    0.000    0.000    0.000 typing.py:1962(_caller)
       42    0.000    0.000    0.000    0.000 _hooks.py:252(setattr_hookimpl_opts)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
        2    0.000    0.000    0.000    0.000 core.py:528(set_results_name)
       23    0.000    0.000    0.000    0.000 __init__.py:213(__getattr__)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:249(AitoffTransform)
       28    0.000    0.000    0.000    0.000 rcsetup.py:462(_validate_linestyle)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
      156    0.000    0.000    0.000    0.000 core.py:1924(__hash__)
      172    0.000    0.000    0.000    0.000 <frozen _collections_abc>:835(__iter__)
        1    0.000    0.000    0.000    0.000 warning_types.py:126(UnformattedWarning)
        1    0.000    0.000    0.000    0.000 terminal.py:321(WarningReport)
      131    0.000    0.000    0.000    0.000 core.py:1711(set_whitespace_chars)
      215    0.000    0.000    0.000    0.000 typing.py:1701(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
        8    0.000    0.000    0.000    0.000 core.py:5716(<genexpr>)
       47    0.000    0.000    0.000    0.000 rcsetup.py:357(validate_fontsize)
        1    0.000    0.000    0.000    0.000 backend_bases.py:153(RendererBase)
       21    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:645(RcParams)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:866(Barbs)
        1    0.000    0.000    0.000    0.000 transforms.py:1153(LockableBbox)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:12(__config_flags)
        1    0.000    0.000    0.000    0.000 threading.py:1409(__init__)
        1    0.000    0.000    0.000    0.000 expression.py:37(TokenType)
        1    0.000    0.000    0.000    0.000 __init__.py:92(ExitCode)
       32    0.000    0.000    0.000    0.000 enum.py:358(__init__)
        1    0.000    0.000    0.000    0.000 cacheprovider.py:288(LFPlugin)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1339(LocationEvent)
        1    0.000    0.000    0.000    0.000 patches.py:1693(Annulus)
        1    0.000    0.000    0.000    0.000 _enums.py:119(CapStyle)
      438    0.000    0.000    0.000    0.000 enum.py:239(__init__)
        6    0.000    0.000    0.000    0.000 core.py:5711(<lambda>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:1446(_SubTest)
        1    0.000    0.000    0.000    0.000 _docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 path.py:268(LocalPath)
        1    0.000    0.000    0.000    0.000 argparsing.py:243(ArgumentError)
        1    0.000    0.000    0.000    0.000 patches.py:1314(FancyArrow)
        1    0.000    0.000    0.000    0.000 nodes.py:506(Collector)
       18    0.000    0.000    0.000    0.000 cycler.py:52(_process_keys)
        2    0.000    0.000    0.000    0.000 __init__.py:72(CFUNCTYPE)
       78    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
       41    0.000    0.000    0.000    0.000 pathlib.py:515(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 ExifTags.py:341(<dictcomp>)
       15    0.000    0.000    0.000    0.000 copyreg.py:113(_slotnames)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
      109    0.000    0.000    0.000    0.000 dataclasses.py:509(_init_param)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1157(_make_netmask)
       13    0.000    0.000    0.000    0.000 deprecation.py:440(<listcomp>)
        1    0.000    0.000    0.000    0.000 logging.py:143(PercentStyleMultiline)
        1    0.000    0.000    0.000    0.000 core.py:3596(ParseExpression)
      129    0.000    0.000    0.000    0.000 typing.py:465(__repr__)
      102    0.000    0.000    0.000    0.000 typing.py:1413(<genexpr>)
       36    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
       33    0.000    0.000    0.000    0.000 pathlib.py:147(splitroot)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:65(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 freeze_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1763(AffineBase)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       31    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
       12    0.000    0.000    0.000    0.000 __init__.py:264(get_aliased_and_aliases)
       57    0.000    0.000    0.000    0.000 inspect.py:2465(<lambda>)
        1    0.000    0.000    0.000    0.000 unicode.py:111(<listcomp>)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
      112    0.000    0.000    0.000    0.000 dataclasses.py:437(_field_assign)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
        1    0.000    0.000    0.000    0.000 capture.py:899(CaptureFixture)
      388    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
      217    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
      120    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
        1    0.000    0.000    0.000    0.000 cacheprovider.py:270(LFPluginCollSkipfiles)
        1    0.000    0.000    0.000    0.000 transforms.py:2177(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 compat.py:184(<dictcomp>)
        1    0.000    0.000    0.000    0.000 polar.py:188(InvertedPolarTransform)
       54    0.000    0.000    0.000    0.000 core.py:2345(parseImpl)
       16    0.000    0.000    0.000    0.000 core.py:2820(parseImpl)
        1    0.000    0.000    0.000    0.000 legacypath.py:301(LegacyTmpdirPlugin)
       60    0.000    0.000    0.000    0.000 dataclasses.py:410(<listcomp>)
        1    0.000    0.000    0.000    0.000 main.py:491(Dir)
